Time;Battery Voltage(V);Charge Current(A);Load Current(A);Temperature Ambiante(C);Modem Voltage(V);
2022-07-24T08:15:29;26.66;0.63;1.17;35.50;24.28;
2022-07-24T08:30:29;26.64;0.75;1.17;35.47;24.26;
2022-07-24T08:45:29;26.67;1.18;1.17;35.56;24.28;
2022-07-24T09:00:28;26.70;1.10;1.16;35.91;24.26;
2022-07-24T09:15:29;26.75;1.74;1.18;36.22;24.26;
2022-07-24T09:30:28;26.86;2.52;1.17;36.66;24.26;
2022-07-24T09:45:27;26.91;2.91;1.18;37.50;24.26;
2022-07-24T10:00:28;26.95;3.32;1.18;38.22;24.28;
2022-07-24T10:15:29;26.98;3.60;1.19;38.84;24.26;
2022-07-24T10:30:28;26.98;4.19;1.19;39.53;24.28;
2022-07-24T10:45:28;26.95;3.05;1.18;40.13;24.26;
2022-07-24T11:00:28;26.97;4.52;1.19;40.31;24.26;
2022-07-24T11:15:28;27.05;4.02;1.18;41.00;24.26;
2022-07-24T11:30:28;27.08;4.28;1.19;41.50;24.26;
2022-07-24T11:45:30;27.55;4.03;1.17;42.19;24.26;
2022-07-24T12:00:29;26.92;0.00;1.17;41.63;24.24;
2022-07-24T12:15:28;27.06;-0.01;1.17;41.22;24.24;
2022-07-24T12:30:28;27.48;3.53;1.17;41.03;24.26;
2022-07-24T12:45:28;27.06;-0.00;1.17;40.41;24.26;
2022-07-24T13:00:28;27.63;0.01;1.16;40.63;24.24;
2022-07-24T13:15:28;27.06;0.01;1.18;40.38;24.26;
2022-07-24T13:30:30;27.61;0.01;1.16;40.78;24.24;
2022-07-24T13:45:28;26.98;0.01;1.19;40.28;24.26;
2022-07-24T14:00:28;27.22;-0.00;1.18;40.69;24.26;
2022-07-24T14:15:28;26.97;1.50;1.19;40.44;24.24;
2022-07-24T14:30:29;27.13;1.08;1.17;40.88;24.26;
2022-07-24T14:45:28;27.16;0.95;1.18;40.94;24.24;
2022-07-24T15:00:28;27.16;1.01;1.20;40.84;24.24;
2022-07-24T15:15:28;27.00;0.45;1.18;40.59;24.26;
2022-07-24T15:30:29;26.80;0.43;1.18;40.19;24.26;
2022-07-24T15:45:29;26.72;0.37;1.19;39.78;24.26;
2022-07-24T16:00:29;26.80;1.37;1.19;39.59;24.26;
2022-07-24T16:15:29;26.98;1.95;1.19;39.47;24.26;
2022-07-24T16:30:28;27.20;1.15;1.18;39.66;24.26;
2022-07-24T16:45:28;27.27;1.19;1.17;39.69;24.26;
2022-07-24T17:00:29;27.03;0.46;1.17;39.44;24.26;
2022-07-24T17:15:28;26.97;0.13;1.18;39.00;24.26;
2022-07-24T17:30:28;26.81;0.11;1.18;38.44;24.26;
2022-07-24T17:45:28;26.70;0.18;1.20;37.97;24.26;
2022-07-24T18:00:28;26.69;0.22;1.19;37.75;24.26;
2022-07-24T18:15:29;26.66;0.13;1.19;37.56;24.26;
2022-07-24T18:30:29;26.67;0.07;1.17;37.28;24.26;
2022-07-24T18:45:28;26.97;-0.00;1.19;36.66;24.26;
2022-07-24T19:00:29;27.44;0.15;1.15;35.81;24.28;
2022-07-24T19:15:29;27.38;0.71;1.14;34.97;24.28;
2022-07-24T19:30:28;27.14;0.23;1.17;34.56;24.28;
2022-07-24T19:45:28;26.84;0.15;1.16;34.16;24.28;
2022-07-24T20:00:29;26.73;0.26;1.16;33.81;24.28;
2022-07-24T20:15:29;26.66;0.12;1.17;33.69;24.28;
2022-07-24T20:30:29;26.61;0.02;1.15;33.47;24.28;
2022-07-24T20:45:28;26.61;0.01;1.15;32.94;24.28;
2022-07-24T21:00:30;26.59;0.01;1.16;32.38;24.28;
2022-07-24T21:15:29;26.59;0.00;1.16;31.97;24.28;
2022-07-24T21:30:28;26.59;0.00;1.20;31.67;24.28;
2022-07-24T21:45:29;26.59;0.00;1.16;31.44;24.28;
2022-07-24T22:00:29;26.61;0.01;1.17;31.28;24.28;
2022-07-24T22:15:28;26.59;0.01;1.17;31.16;24.28;
2022-07-24T22:30:30;26.59;0.01;1.18;31.08;24.28;
2022-07-24T22:45:28;26.59;0.01;1.17;30.98;24.28;
2022-07-24T23:00:29;26.59;0.02;1.18;30.95;24.28;
2022-07-24T23:15:28;26.58;0.02;1.17;30.92;24.28;
2022-07-24T23:30:29;26.58;0.00;1.18;30.92;24.28;
2022-07-24T23:45:30;26.59;0.01;1.17;30.88;24.28;
2022-07-25T00:00:29;26.58;0.01;1.17;30.81;24.28;
2022-07-25T00:15:28;26.58;0.01;1.17;30.81;24.28;
2022-07-25T00:30:29;26.58;0.01;1.17;30.80;24.28;
2022-07-25T00:45:28;26.58;0.01;1.16;30.75;24.28;
2022-07-25T01:00:30;26.59;0.01;1.17;30.67;24.28;
2022-07-25T01:15:28;26.59;0.01;1.16;30.55;24.28;
2022-07-25T01:30:29;26.58;0.00;1.15;30.44;24.28;
2022-07-25T01:45:30;26.61;0.00;1.16;30.33;24.28;
2022-07-25T02:00:30;26.64;0.01;1.16;30.17;24.28;
2022-07-25T02:15:28;26.61;0.00;1.15;29.94;24.28;
2022-07-25T02:30:28;26.58;-0.00;1.15;29.64;24.28;
2022-07-25T02:45:29;26.56;0.01;1.15;29.39;24.29;
2022-07-25T03:00:29;26.61;0.01;1.15;29.27;24.29;
2022-07-25T03:15:28;26.58;0.01;1.16;29.22;24.28;
2022-07-25T03:30:30;26.56;0.01;1.16;29.17;24.29;
2022-07-25T03:45:29;26.56;0.01;1.16;29.14;24.29;
2022-07-25T04:00:31;26.55;0.02;1.17;29.11;24.28;
2022-07-25T04:15:29;26.56;0.00;1.16;29.09;24.28;
2022-07-25T04:30:29;26.56;0.01;1.17;29.06;24.29;
2022-07-25T04:45:29;26.58;0.01;1.17;29.05;24.28;
2022-07-25T05:00:29;26.55;0.01;1.17;29.03;24.28;
2022-07-25T05:15:29;26.55;0.00;1.16;29.02;24.28;
2022-07-25T05:30:30;26.56;0.01;1.16;29.25;24.29;
2022-07-25T05:45:30;26.56;0.04;1.17;29.41;24.28;
2022-07-25T06:00:28;26.58;0.08;1.16;29.47;24.29;
2022-07-25T06:15:29;26.58;0.12;1.17;29.59;24.28;
2022-07-25T06:30:29;26.56;0.04;1.16;29.66;24.28;
2022-07-25T06:45:29;26.56;0.12;1.17;29.70;24.29;
2022-07-25T07:00:28;26.55;0.05;1.16;29.81;24.28;
2022-07-25T07:15:29;26.58;0.17;1.20;29.89;24.29;
2022-07-25T07:30:30;26.59;0.10;1.17;30.08;24.28;
2022-07-25T07:45:29;26.59;0.22;1.17;30.19;24.29;
2022-07-25T08:00:29;26.59;0.15;1.16;30.41;24.28;
2022-07-25T08:15:29;26.61;0.13;1.17;30.59;24.29;
2022-07-25T08:30:28;26.61;0.27;1.16;30.75;24.28;
2022-07-25T08:45:29;26.64;0.46;1.16;30.98;24.28;
2022-07-25T09:00:29;26.70;1.02;1.16;31.42;24.28;
2022-07-25T09:15:29;26.72;0.78;1.16;31.84;24.28;
2022-07-25T09:30:29;27.00;4.54;1.16;32.56;24.28;
2022-07-25T09:48:00;27.02;4.62;1.17;34.16;24.28;
2022-07-25T10:15:29;27.05;5.34;1.18;36.78;24.28;
2022-07-25T10:30:29;27.05;5.39;1.18;37.69;24.26;
2022-07-25T10:45:28;27.09;4.02;1.17;38.28;24.24;
2022-07-25T11:00:29;27.13;6.58;1.17;39.16;24.26;
2022-07-25T11:15:59;27.28;5.90;1.19;40.03;24.26;
2022-07-25T11:30:29;27.08;-0.01;1.17;40.25;24.26;
2022-07-25T11:45:29;27.17;0.00;1.17;38.84;24.26;
2022-07-25T12:00:32;27.83;-0.00;1.14;37.88;24.26;
2022-07-25T12:15:29;27.05;1.92;1.17;37.34;24.26;
2022-07-25T12:30:29;27.31;1.48;1.16;37.47;24.26;
2022-07-25T12:45:30;26.94;0.01;1.19;36.84;24.26;
2022-07-25T13:00:29;27.23;0.01;1.16;37.03;24.26;
2022-07-25T13:15:28;27.17;-0.01;1.16;36.75;24.26;
2022-07-25T13:30:29;27.16;-0.01;1.17;36.81;24.26;
2022-07-25T13:45:29;26.97;0.92;1.16;36.81;24.26;
2022-07-25T14:00:29;27.06;0.00;1.18;36.78;24.26;
2022-07-25T14:15:28;27.34;0.01;1.16;37.03;24.26;
2022-07-25T14:30:28;27.34;-0.01;1.16;36.97;24.26;
2022-07-25T14:45:29;27.38;0.00;1.15;37.00;24.26;
2022-07-25T15:00:29;27.47;0.01;1.15;37.19;24.26;
2022-07-25T15:15:28;27.61;4.81;1.16;37.31;24.26;
2022-07-25T15:30:28;27.36;5.32;1.17;37.22;24.26;
2022-07-25T15:45:29;27.17;5.02;1.18;37.19;24.26;
2022-07-25T16:00:28;27.02;4.37;1.20;37.25;24.26;
2022-07-25T16:15:28;26.97;-0.01;1.17;37.38;24.26;
2022-07-25T16:30:29;26.98;0.98;1.17;37.44;24.26;
2022-07-25T16:45:29;26.98;1.43;1.16;37.38;24.26;
2022-07-25T17:00:28;27.05;0.00;1.17;37.06;24.28;
2022-07-25T17:15:29;27.70;2.38;1.14;37.25;24.26;
2022-07-25T17:30:28;26.92;0.97;1.16;36.41;24.26;
2022-07-25T17:45:29;27.17;1.60;1.16;36.53;24.28;
2022-07-25T18:00:31;27.25;1.13;1.16;36.69;24.26;
2022-07-25T18:15:29;27.13;0.79;1.17;36.63;24.26;
2022-07-25T18:30:29;26.88;0.65;1.18;36.28;24.28;
2022-07-25T18:45:29;27.23;0.35;1.15;36.09;24.26;
2022-07-25T19:00:28;27.05;0.01;1.17;35.44;24.28;
2022-07-25T19:15:29;26.84;0.25;1.18;35.25;24.28;
2022-07-25T19:30:29;26.86;0.20;1.17;35.16;24.28;
2022-07-25T19:45:29;27.45;0.16;1.15;35.06;24.28;
2022-07-25T20:00:31;27.36;0.01;1.16;34.34;24.26;
2022-07-25T20:15:23;26.81;0.07;1.17;33.97;24.28;
2022-07-25T20:30:22;26.75;0.02;1.16;33.63;24.28;
2022-07-25T20:45:22;26.73;-0.01;1.15;32.97;24.28;
2022-07-25T21:00:22;26.70;0.00;1.16;32.31;24.28;
2022-07-25T21:15:15;26.66;0.01;1.17;31.78;24.28;
2022-07-25T21:30:15;26.61;-0.01;1.16;31.36;24.28;
2022-07-25T21:45:15;26.59;-0.00;1.16;30.98;24.28;
2022-07-25T22:00:15;26.59;0.00;1.17;30.66;24.28;
2022-07-25T22:15:16;26.59;0.00;1.16;30.36;24.29;
2022-07-25T22:30:15;26.59;0.01;1.17;30.11;24.28;
2022-07-25T22:45:15;26.59;0.01;1.16;29.88;24.28;
2022-07-25T23:00:15;26.59;0.01;1.17;29.66;24.28;
2022-07-25T23:15:17;26.58;-0.00;1.17;29.45;24.28;
2022-07-25T23:30:15;26.58;-0.00;1.16;29.27;24.28;
2022-07-25T23:45:15;26.58;0.01;1.17;29.05;24.29;
2022-07-26T00:00:15;26.58;0.00;1.16;28.88;24.29;
2022-07-26T00:15:15;26.58;0.00;1.16;28.69;24.29;
2022-07-26T00:30:15;26.58;0.00;1.16;28.52;24.29;
2022-07-26T00:45:15;26.58;0.01;1.06;28.52;24.29;
2022-07-26T01:00:16;26.58;0.00;1.06;28.75;24.28;
2022-07-26T01:15:16;26.58;0.01;1.06;29.00;24.28;
2022-07-26T01:30:16;26.58;0.01;1.05;29.23;24.28;
2022-07-26T01:45:16;26.58;0.00;1.06;29.44;24.28;
2022-07-26T02:00:16;26.58;0.00;1.05;29.63;24.28;
2022-07-26T02:15:15;26.58;0.01;1.06;29.77;24.28;
2022-07-26T02:30:16;26.56;-0.00;1.05;29.91;24.28;
2022-07-26T02:45:16;26.58;0.01;1.07;29.98;24.26;
2022-07-26T03:00:14;26.58;0.00;1.07;30.05;24.28;
2022-07-26T03:15:17;26.58;0.01;1.04;30.08;24.26;
2022-07-26T03:30:19;26.56;0.00;1.05;30.09;24.26;
2022-07-26T03:45:16;26.56;0.00;1.06;30.08;24.28;
2022-07-26T04:00:16;26.58;-0.00;1.06;30.06;24.26;
2022-07-26T04:15:16;26.58;0.01;1.06;30.03;24.28;
2022-07-26T04:30:15;26.56;0.01;1.06;30.02;24.26;
2022-07-26T04:45:16;26.56;0.01;1.05;30.00;24.26;
2022-07-26T05:00:16;26.56;0.00;1.06;29.97;24.28;
2022-07-26T05:15:17;26.58;0.00;1.04;29.92;24.28;
2022-07-26T05:30:15;26.56;0.00;1.04;30.23;24.28;
2022-07-26T05:45:15;26.56;0.03;1.07;30.36;24.26;
2022-07-26T06:00:16;26.56;0.07;1.06;30.47;24.26;
2022-07-26T06:15:16;26.58;0.14;1.05;30.61;24.28;
2022-07-26T06:30:16;26.59;0.16;1.05;30.80;24.28;
2022-07-26T06:45:16;26.59;0.20;1.06;31.00;24.28;
2022-07-26T07:00:15;26.61;0.25;1.07;31.19;24.26;
2022-07-26T07:15:15;26.63;0.38;1.07;31.44;24.26;
2022-07-26T07:30:15;26.63;0.55;1.07;31.86;24.26;
2022-07-26T07:45:17;26.66;0.73;1.08;32.34;24.26;
2022-07-26T08:00:16;26.67;0.79;1.06;32.81;24.26;
2022-07-26T08:15:15;26.69;0.97;1.07;33.28;24.26;
2022-07-26T08:30:16;26.75;1.09;1.07;33.59;24.26;
2022-07-26T11:00:15;27.00;1.58;1.19;38.06;24.28;
2022-07-26T11:15:15;27.47;-0.00;1.17;38.34;24.28;
2022-07-26T11:30:15;27.55;-0.00;1.15;37.19;24.26;
2022-07-26T11:45:14;26.95;-0.00;1.18;36.16;24.28;
2022-07-26T12:00:15;27.42;-0.00;1.16;35.78;24.26;
2022-07-26T12:15:15;27.14;-0.01;1.17;35.25;24.28;
2022-07-26T12:30:17;27.41;-0.00;1.15;35.00;24.28;
2022-07-26T12:45:16;27.31;0.00;1.16;34.81;24.28;
2022-07-26T13:00:15;27.34;0.00;1.17;34.94;24.28;
2022-07-26T13:15:15;26.95;1.11;1.18;35.13;24.28;
2022-07-26T13:30:15;27.02;1.08;1.17;35.34;24.28;
2022-07-26T13:45:15;27.13;1.45;1.18;35.34;24.28;
2022-07-26T14:00:15;27.09;-0.00;1.16;35.00;24.28;
2022-07-26T14:15:16;27.56;-0.00;1.16;35.28;24.28;
2022-07-26T14:30:16;27.06;2.18;1.17;34.78;24.26;
2022-07-26T14:45:14;27.00;2.03;1.16;34.72;24.28;
2022-07-26T15:00:15;27.05;-0.00;1.17;34.91;24.28;
2022-07-26T15:15:16;27.36;3.17;1.16;35.16;24.28;
2022-07-26T15:30:15;26.94;1.16;1.17;34.84;24.28;
2022-07-26T15:45:15;27.17;1.80;1.17;35.28;24.28;
2022-07-26T16:00:15;27.53;2.08;1.15;35.47;24.28;
2022-07-26T16:15:15;27.00;1.40;1.18;34.81;24.28;
2022-07-26T16:30:15;27.39;0.01;1.15;34.81;24.28;
2022-07-26T16:45:16;27.55;0.01;1.16;34.59;24.26;
2022-07-26T17:00:14;27.06;0.01;1.15;34.44;24.26;
2022-07-26T17:15:16;27.14;1.12;1.17;34.94;24.28;
2022-07-26T17:30:15;27.00;0.01;1.17;34.97;24.28;
2022-07-26T17:45:15;27.30;1.92;1.17;35.47;24.28;
2022-07-26T18:00:15;27.23;-0.00;1.17;35.63;24.28;
2022-07-26T18:15:16;26.88;0.60;1.18;35.41;24.28;
2022-07-26T18:30:15;26.91;0.87;1.18;35.50;24.28;
2022-07-26T18:45:16;27.05;0.53;1.18;35.63;24.28;
2022-07-26T19:00:15;27.20;0.54;1.17;35.72;24.28;
2022-07-26T19:15:17;27.27;0.25;1.16;35.72;24.28;
2022-07-26T19:30:15;27.39;0.20;1.17;35.56;24.28;
2022-07-26T19:45:15;27.31;0.14;1.17;35.25;24.26;
2022-07-26T20:00:15;27.30;0.10;1.15;34.91;24.28;
2022-07-26T20:15:16;26.98;0.05;1.17;34.47;24.28;
2022-07-26T20:30:16;26.89;0.00;1.16;34.00;24.28;
2022-07-26T20:45:18;26.73;0.00;1.16;33.22;24.28;
2022-07-26T21:00:16;26.72;0.00;1.16;32.56;24.28;
2022-07-26T21:15:16;26.64;0.00;1.16;32.03;24.28;
2022-07-26T21:30:16;26.64;0.01;1.15;31.64;24.28;
2022-07-26T21:45:15;26.61;0.01;1.16;31.31;24.28;
2022-07-26T22:00:15;26.59;0.01;1.14;31.05;24.28;
2022-07-26T22:15:15;26.59;0.00;1.15;30.80;24.28;
2022-07-26T22:30:15;26.59;-0.00;1.15;30.58;24.28;
2022-07-26T22:45:15;26.59;0.01;1.16;30.38;24.28;
2022-07-26T23:00:15;26.59;0.01;1.16;30.20;24.28;
2022-07-26T23:15:15;26.59;0.01;1.14;30.05;24.28;
2022-07-26T23:30:15;26.61;0.01;1.14;29.91;24.28;
2022-07-26T23:45:16;26.63;0.01;1.15;29.78;24.29;
2022-07-27T00:00:15;26.58;0.00;1.16;29.66;24.28;
2022-07-27T00:15:18;26.58;0.01;1.15;29.52;24.29;
2022-07-27T00:30:16;26.59;0.00;1.14;29.39;24.28;
2022-07-27T00:45:16;26.59;0.01;1.15;29.28;24.28;
2022-07-27T01:00:15;26.58;0.01;1.15;29.16;24.29;
2022-07-27T01:15:15;26.58;-0.00;1.14;29.05;24.29;
2022-07-27T01:30:15;26.58;0.00;1.17;28.91;24.28;
2022-07-27T01:45:16;26.56;0.00;1.16;28.75;24.28;
2022-07-27T02:00:17;26.56;0.00;1.17;28.61;24.28;
2022-07-27T02:15:16;26.56;0.00;1.16;28.45;24.28;
2022-07-27T02:30:15;26.56;0.01;1.05;28.52;24.28;
2022-07-27T02:45:16;26.58;0.01;1.05;28.73;24.28;
2022-07-27T03:00:16;26.58;0.00;1.06;28.95;24.28;
2022-07-27T03:15:15;26.58;0.01;1.08;29.14;24.26;
2022-07-27T03:30:17;26.56;0.01;1.04;29.31;24.28;
2022-07-27T03:45:16;26.58;0.00;1.06;29.45;24.26;
2022-07-27T04:00:16;26.58;0.01;1.06;29.53;24.26;
2022-07-27T04:15:17;26.58;0.01;1.04;29.61;24.28;
2022-07-27T04:30:16;26.58;0.00;1.04;29.66;24.26;
2022-07-27T04:45:15;26.58;0.00;1.04;29.69;24.26;
2022-07-27T05:00:15;26.58;0.01;1.03;29.67;24.28;
2022-07-27T05:15:16;26.56;0.01;1.06;29.67;24.26;
2022-07-27T05:30:16;26.58;0.02;1.04;30.06;24.28;
2022-07-27T05:45:16;26.58;0.05;1.05;30.20;24.28;
2022-07-27T06:00:15;26.58;0.10;1.06;30.38;24.28;
2022-07-27T06:15:15;26.56;0.15;1.05;30.59;24.26;
2022-07-27T06:30:15;26.58;0.27;1.07;30.81;24.26;
2022-07-27T06:45:15;26.59;0.38;1.06;31.09;24.28;
2022-07-27T07:00:15;26.59;0.50;1.06;31.44;24.28;
2022-07-27T07:15:15;26.61;0.73;1.06;31.83;24.28;
2022-07-27T07:30:15;26.63;0.68;1.07;32.38;24.26;
2022-07-27T07:45:15;26.64;0.87;1.08;32.91;24.26;
2022-07-27T08:00:14;26.66;0.87;1.10;33.47;24.26;
2022-07-27T08:15:16;26.67;1.26;1.19;33.88;24.26;
2022-07-27T08:30:15;26.67;1.27;1.18;33.72;24.28;
2022-07-27T08:45:15;26.67;1.51;1.18;33.72;24.28;
2022-07-27T09:00:14;26.84;2.72;1.18;33.94;24.28;
2022-07-27T09:15:15;26.92;3.47;1.18;34.50;24.26;
2022-07-27T09:30:15;26.95;3.77;1.18;34.97;24.28;
2022-07-27T09:45:16;26.97;4.20;1.17;35.66;24.28;
2022-07-27T10:00:15;26.98;4.49;1.17;36.53;24.28;
2022-07-27T10:15:14;27.00;4.78;1.18;37.25;24.26;
2022-07-27T10:30:15;27.02;4.98;1.17;37.94;24.28;
2022-07-27T10:45:15;27.06;5.27;1.18;38.66;24.26;
2022-07-27T11:00:16;27.13;5.45;1.18;39.28;24.26;
2022-07-27T11:15:16;27.34;5.53;1.17;39.91;24.26;
2022-07-27T11:30:15;26.92;0.01;1.18;39.56;24.26;
2022-07-27T11:45:15;27.27;5.78;1.18;38.78;24.26;
2022-07-27T12:00:15;27.19;5.69;1.18;38.16;24.26;
2022-07-27T12:15:15;27.14;5.79;1.19;37.94;24.26;
2022-07-27T12:30:16;27.05;5.75;1.19;37.97;24.26;
2022-07-27T12:45:16;26.95;0.00;1.19;38.13;24.26;
2022-07-27T13:00:15;27.00;-0.01;1.18;38.22;24.26;
2022-07-27T13:15:16;27.11;-0.00;1.17;38.38;24.26;
2022-07-27T13:30:15;27.56;-0.00;1.19;38.56;24.26;
2022-07-27T13:45:16;26.92;-0.01;1.19;38.13;24.26;
2022-07-27T14:00:15;27.05;0.00;1.18;38.31;24.26;
2022-07-27T14:15:16;27.41;-0.01;1.15;38.50;24.26;
2022-07-27T14:30:15;26.92;-0.01;1.19;38.31;24.26;
2022-07-27T14:45:16;27.08;-0.00;1.16;38.69;24.26;
2022-07-27T15:00:15;27.53;0.00;1.16;38.75;24.24;
2022-07-27T15:15:15;27.00;0.01;1.18;38.66;24.26;
2022-07-27T15:30:15;27.34;0.00;1.17;39.13;24.26;
2022-07-27T15:45:15;27.09;0.00;1.17;38.97;24.26;
2022-07-27T16:00:16;27.02;-0.01;1.18;38.69;24.26;
2022-07-27T16:15:15;27.05;-0.00;1.17;38.50;24.24;
2022-07-27T16:30:14;27.61;0.00;1.16;38.88;24.26;
2022-07-27T16:45:15;27.03;0.01;1.18;38.31;24.26;
2022-07-27T17:00:16;27.33;1.63;1.18;38.50;24.26;
2022-07-27T17:15:17;27.23;0.00;1.17;38.25;24.26;
2022-07-27T17:30:15;26.94;0.50;1.18;37.81;24.26;
2022-07-27T17:45:14;26.89;1.00;1.19;37.84;24.26;
2022-07-27T18:00:15;27.02;1.19;1.18;37.97;24.26;
2022-07-27T18:15:15;26.84;0.87;1.18;37.84;24.26;
2022-07-27T18:30:15;26.80;0.33;1.17;37.59;24.26;
2022-07-27T18:45:16;26.73;0.26;1.17;37.22;24.26;
2022-07-27T19:00:15;26.72;0.35;1.21;36.84;24.26;
2022-07-27T19:15:15;26.69;0.32;1.17;36.72;24.26;
2022-07-27T19:30:15;26.66;0.22;1.17;36.66;24.28;
2022-07-27T19:45:14;26.63;0.15;1.18;36.53;24.26;
2022-07-27T20:00:16;26.61;0.08;1.18;36.34;24.26;
2022-07-27T20:15:15;26.61;0.03;1.18;36.00;24.26;
2022-07-27T20:30:16;26.61;-0.00;1.16;35.50;24.28;
2022-07-27T20:45:14;26.61;0.00;1.17;34.75;24.26;
2022-07-27T21:00:15;26.61;0.01;1.16;34.13;24.28;
2022-07-27T21:15:15;26.61;0.00;1.16;33.63;24.28;
2022-07-27T21:30:15;26.59;0.00;1.16;33.25;24.28;
2022-07-27T21:45:16;26.59;0.00;1.16;32.91;24.28;
2022-07-27T22:00:15;26.59;0.00;1.14;32.66;24.28;
2022-07-27T22:15:14;26.59;0.00;1.15;32.38;24.28;
2022-07-27T22:30:16;26.59;0.00;1.17;32.13;24.28;
2022-07-27T22:45:15;26.59;0.00;1.16;31.91;24.28;
2022-07-27T23:00:15;26.58;0.00;1.15;31.69;24.28;
2022-07-27T23:15:15;26.58;0.01;1.15;31.48;24.28;
2022-07-27T23:30:15;26.58;0.00;1.16;31.31;24.28;
2022-07-27T23:45:15;26.58;0.00;1.15;31.16;24.28;
2022-07-28T00:00:16;26.58;0.01;1.16;31.00;24.28;
2022-07-28T00:15:15;26.58;0.00;1.15;30.84;24.28;
2022-07-28T00:30:15;26.58;0.01;1.17;30.67;24.29;
2022-07-28T00:45:15;26.58;0.00;1.17;30.59;24.28;
2022-07-28T01:00:18;26.58;0.01;1.16;30.52;24.28;
2022-07-28T01:15:15;26.58;0.01;1.18;30.39;24.28;
2022-07-28T01:30:16;26.56;0.00;1.16;30.30;24.28;
2022-07-28T01:45:15;26.56;0.00;1.17;30.20;24.28;
2022-07-28T02:00:16;26.56;0.01;1.16;30.09;24.29;
2022-07-28T02:15:15;26.56;0.01;1.17;29.92;24.28;
2022-07-28T02:30:15;26.56;0.01;1.17;29.73;24.29;
2022-07-28T02:45:16;26.56;0.01;1.16;29.56;24.28;
2022-07-28T03:00:15;26.56;0.01;1.16;29.38;24.28;
2022-07-28T03:15:15;26.56;0.01;1.14;29.19;24.28;
2022-07-28T03:30:15;26.55;0.01;1.14;29.02;24.28;
2022-07-28T03:45:17;26.55;0.01;1.17;28.86;24.28;
2022-07-28T04:00:16;26.55;0.01;1.14;28.67;24.28;
2022-07-28T04:15:16;26.55;0.01;1.15;28.48;24.29;
2022-07-28T04:30:15;26.55;0.00;1.04;28.28;24.28;
2022-07-28T04:45:15;26.55;0.01;1.05;28.42;24.29;
2022-07-28T05:00:16;26.55;0.01;1.05;28.63;24.28;
2022-07-28T05:15:15;26.55;0.01;1.04;28.84;24.28;
2022-07-28T05:30:15;26.55;0.00;1.04;29.34;24.28;
2022-07-28T05:45:16;26.55;0.05;1.06;29.67;24.28;
2022-07-28T06:00:15;26.55;0.12;1.04;30.02;24.28;
2022-07-28T06:15:15;26.56;0.15;1.05;30.34;24.28;
2022-07-28T06:30:15;26.56;0.17;1.03;30.61;24.28;
2022-07-28T06:45:16;26.56;0.22;1.05;30.84;24.28;
2022-07-28T07:00:15;26.56;0.26;1.07;31.14;24.28;
2022-07-28T07:15:15;26.58;0.41;1.06;31.53;24.26;
2022-07-28T07:30:15;26.59;0.57;1.06;32.22;24.26;
2022-07-28T07:45:15;26.61;0.71;1.08;32.97;24.26;
2022-07-28T08:00:15;26.64;1.02;1.07;33.72;24.26;
2022-07-28T08:15:16;26.70;2.05;1.17;34.19;24.26;
2022-07-28T08:30:15;26.67;1.25;1.16;34.56;24.26;
2022-07-28T08:45:15;26.83;3.25;1.16;35.03;24.26;
2022-07-28T09:00:15;26.77;1.01;1.15;35.44;24.26;
2022-07-28T09:15:15;26.91;3.44;1.16;35.69;24.26;
2022-07-28T09:30:16;26.91;2.84;1.16;36.38;24.28;
2022-07-28T09:45:15;26.95;4.03;1.18;37.16;24.26;
2022-07-28T10:00:16;26.97;4.38;1.18;38.22;24.26;
2022-07-28T10:15:15;26.97;4.73;1.18;39.16;24.26;
2022-07-28T10:30:16;26.95;4.05;1.19;40.13;24.26;
2022-07-28T10:45:15;27.00;5.13;1.19;40.56;24.26;
2022-07-28T11:00:15;27.05;6.07;1.19;41.47;24.26;
2022-07-28T11:15:15;27.05;5.68;1.19;41.69;24.26;
2022-07-28T11:30:15;27.09;5.94;1.17;42.44;24.26;
2022-07-28T11:45:16;27.05;4.44;1.20;42.91;24.26;
2022-07-28T12:00:15;27.06;3.06;1.18;43.09;24.26;
2022-07-28T12:15:15;26.97;2.71;1.18;42.56;24.26;
2022-07-28T12:30:15;27.27;6.54;1.18;42.41;24.26;
2022-07-28T12:45:15;27.67;4.01;1.16;43.16;24.26;
2022-07-28T13:00:15;27.31;2.58;1.17;42.22;24.26;
2022-07-28T13:15:16;27.08;-0.01;1.17;41.47;24.26;
2022-07-28T13:30:15;27.45;0.01;1.15;41.06;24.26;
2022-07-28T13:45:15;26.95;0.01;1.17;40.41;24.26;
2022-07-28T14:00:16;27.08;-0.00;1.18;40.50;24.24;
2022-07-28T14:15:15;27.50;-0.00;1.15;40.84;24.24;
2022-07-28T14:30:15;26.94;0.00;1.18;40.53;24.24;
2022-07-28T14:45:14;26.94;0.49;1.18;40.59;24.24;
2022-07-28T15:00:15;26.88;0.45;1.18;40.25;24.26;
2022-07-28T15:15:16;26.84;0.44;1.20;39.78;24.26;
2022-07-28T15:30:15;26.88;0.34;1.17;39.28;24.26;
2022-07-28T15:45:16;26.94;-0.00;1.16;38.59;24.26;
2022-07-28T16:00:16;27.14;0.01;1.15;36.84;24.26;
2022-07-28T16:15:15;26.78;0.06;1.16;35.50;24.28;
2022-07-28T16:30:15;26.72;0.08;1.16;34.47;24.28;
