Time;Battery Voltage(V);Charge Current(A);Load Current(A);Temperature Ambiante(C);Modem Voltage(V);
2022-09-23T00:30:14;26.34;0.01;0.95;22.67;24.28;
2022-09-23T00:45:13;26.34;0.00;0.95;22.50;24.29;
2022-09-23T01:00:14;26.33;0.01;0.95;22.31;24.29;
2022-09-23T01:15:15;26.39;0.01;0.95;22.19;24.29;
2022-09-23T01:30:43;26.38;-0.00;0.95;22.08;24.28;
2022-09-23T01:45:14;26.31;0.01;0.95;22.02;24.29;
2022-09-23T02:00:15;26.33;0.00;0.95;21.97;24.28;
2022-09-23T02:15:15;26.42;0.00;0.94;21.91;24.29;
2022-09-23T02:30:14;26.44;0.01;0.95;21.81;24.29;
2022-09-23T02:45:16;26.44;0.01;0.94;21.70;24.29;
2022-09-23T03:00:14;26.38;0.00;0.94;21.61;24.28;
2022-09-23T03:15:15;26.36;0.01;0.94;21.50;24.29;
2022-09-23T03:30:14;26.34;0.00;0.94;21.41;24.29;
2022-09-23T03:45:15;26.41;0.01;0.94;21.30;24.29;
2022-09-23T04:00:14;26.41;0.01;0.94;21.14;24.29;
2022-09-23T04:15:15;26.34;0.01;0.95;20.98;24.29;
2022-09-23T04:30:15;26.36;0.01;0.93;20.86;24.29;
2022-09-23T04:45:14;26.38;0.01;0.94;20.72;24.29;
2022-09-23T05:00:13;26.33;0.01;0.94;20.58;24.29;
2022-09-23T05:15:13;26.31;0.01;0.95;20.42;24.29;
2022-09-23T05:30:14;26.30;0.01;0.93;20.31;24.29;
2022-09-23T05:45:14;26.28;0.01;0.94;20.20;24.29;
2022-09-23T06:00:16;26.27;0.01;0.93;20.11;24.29;
2022-09-23T06:15:13;26.27;0.01;0.94;20.02;24.29;
2022-09-23T06:30:14;26.28;0.01;0.94;20.02;24.29;
2022-09-23T06:45:14;26.27;0.02;0.94;20.25;24.29;
2022-09-23T07:00:13;26.27;0.07;0.94;20.33;24.29;
2022-09-23T07:15:13;26.28;0.14;0.93;20.45;24.29;
2022-09-23T07:30:14;26.28;0.21;0.94;20.58;24.29;
2022-09-23T07:45:13;26.33;0.32;0.93;20.73;24.29;
2022-09-23T08:00:14;26.38;0.78;0.94;21.08;24.29;
2022-09-23T08:15:14;26.53;2.35;0.94;22.00;24.29;
2022-09-23T08:30:14;26.63;2.91;0.94;22.92;24.29;
2022-09-23T08:45:14;26.67;3.54;0.94;23.78;24.29;
2022-09-23T09:00:14;26.72;3.73;0.94;24.69;24.29;
2022-09-23T09:15:13;26.77;4.52;0.95;25.44;24.29;
2022-09-23T09:30:14;26.77;5.63;0.95;26.16;24.28;
2022-09-23T09:45:15;26.73;5.10;0.97;26.55;24.28;
2022-09-23T10:00:14;26.59;2.20;0.95;26.42;24.29;
2022-09-23T10:15:18;26.66;2.10;0.97;26.73;24.28;
2022-09-23T10:30:14;26.81;7.04;0.97;27.58;24.28;
2022-09-23T10:45:13;26.84;7.00;0.96;28.95;24.28;
2022-09-23T11:00:14;26.84;6.63;0.97;30.27;24.28;
2022-09-23T11:15:14;26.84;6.68;0.97;31.31;24.28;
2022-09-23T11:30:13;26.88;6.84;0.97;32.31;24.28;
2022-09-23T11:45:14;26.91;7.00;0.97;33.16;24.26;
2022-09-23T12:00:15;26.95;7.30;0.98;33.75;24.28;
2022-09-23T12:15:15;26.97;7.10;0.97;34.03;24.26;
2022-09-23T12:30:14;27.05;7.64;0.98;34.75;24.26;
2022-09-23T12:45:14;27.06;7.45;0.98;34.88;24.26;
2022-09-23T13:00:14;27.06;7.18;0.97;35.28;24.26;
2022-09-23T13:15:13;27.11;7.74;0.97;35.72;24.26;
2022-09-23T13:30:15;27.02;4.62;0.97;35.38;24.26;
2022-09-23T13:45:13;27.06;7.51;0.97;34.06;24.26;
2022-09-23T14:00:14;27.13;7.37;0.97;34.28;24.26;
2022-09-23T14:15:14;27.13;7.11;0.98;35.06;24.26;
2022-09-23T14:30:33;27.16;6.67;0.97;35.75;24.26;
2022-09-23T14:45:22;27.11;5.93;0.94;36.13;24.26;
2022-09-23T15:00:15;27.08;5.63;0.97;36.38;24.26;
2022-09-23T15:15:15;27.08;5.31;0.97;36.53;24.26;
2022-09-23T15:30:14;27.08;4.97;0.97;36.53;24.26;
2022-09-23T15:45:15;27.13;4.65;1.09;35.75;24.26;
2022-09-23T16:00:13;27.02;4.14;1.07;34.44;24.26;
2022-09-23T16:15:14;27.13;3.77;1.07;33.59;24.28;
2022-09-23T16:30:15;27.00;3.33;1.06;32.72;24.28;
2022-09-23T16:45:14;27.00;2.87;0.97;31.95;24.28;
2022-09-23T17:00:14;26.95;2.34;0.96;31.77;24.28;
2022-09-23T17:15:14;26.92;1.80;0.95;31.44;24.28;
2022-09-23T17:30:13;26.92;1.39;0.95;31.20;24.28;
2022-09-23T17:45:14;26.89;0.94;0.95;30.83;24.28;
2022-09-23T18:00:14;26.80;0.54;0.95;30.25;24.28;
2022-09-23T18:15:14;26.84;0.27;0.96;29.78;24.28;
2022-09-23T18:30:14;26.88;0.12;0.93;29.30;24.26;
2022-09-23T18:45:14;26.83;0.05;0.94;28.77;24.28;
2022-09-23T19:00:14;26.80;0.01;0.94;28.13;24.28;
2022-09-23T19:15:13;26.83;0.00;0.95;27.19;24.26;
2022-09-23T19:30:15;26.91;0.01;0.92;26.52;24.28;
2022-09-23T19:45:14;26.80;0.00;0.93;25.98;24.28;
2022-09-23T20:00:15;26.77;-0.00;0.93;25.55;24.28;
2022-09-23T20:15:15;26.75;0.01;0.92;25.16;24.28;
2022-09-23T20:30:14;26.70;0.01;0.95;24.81;24.28;
2022-09-23T20:45:15;26.67;0.00;0.94;24.52;24.28;
2022-09-23T21:00:14;26.64;0.00;0.95;24.25;24.29;
2022-09-23T21:15:14;26.61;0.01;0.94;24.02;24.28;
2022-09-23T21:30:14;26.59;-0.00;0.94;23.83;24.28;
2022-09-23T21:45:13;26.59;0.01;0.96;23.63;24.28;
2022-09-23T22:00:14;26.58;-0.00;0.94;23.44;24.28;
2022-09-23T22:15:14;26.58;0.01;0.92;23.25;24.28;
2022-09-23T22:30:14;26.56;0.01;0.93;23.09;24.28;
2022-09-23T22:45:15;26.58;0.01;0.93;22.92;24.28;
2022-09-23T23:00:15;26.56;0.00;0.93;22.77;24.29;
2022-09-23T23:15:13;26.58;0.01;0.93;22.61;24.29;
2022-09-23T23:30:14;26.56;0.01;0.92;22.47;24.28;
2022-09-23T23:45:14;26.56;0.00;0.92;22.34;24.29;
2022-09-24T00:00:15;26.56;0.01;0.92;22.20;24.29;
2022-09-24T00:15:14;26.55;0.01;0.93;22.08;24.29;
2022-09-24T00:30:15;26.55;0.00;0.92;21.94;24.29;
2022-09-24T00:45:14;26.55;0.02;0.92;21.80;24.28;
2022-09-24T01:00:14;26.56;0.01;0.92;21.67;24.29;
2022-09-24T01:15:14;26.55;0.00;0.92;21.55;24.29;
2022-09-24T01:30:13;26.56;0.01;0.91;21.42;24.29;
2022-09-24T01:45:14;26.55;0.02;0.93;21.31;24.29;
2022-09-24T02:00:15;26.55;0.01;0.92;21.22;24.29;
2022-09-24T02:15:14;26.55;0.02;0.93;21.13;24.29;
2022-09-24T02:30:15;26.55;0.01;0.92;21.05;24.28;
2022-09-24T02:45:16;26.53;0.01;0.92;20.97;24.29;
2022-09-24T03:00:16;26.53;0.01;0.92;20.91;24.29;
2022-09-24T03:15:15;26.55;0.01;0.92;20.83;24.29;
2022-09-24T03:30:14;26.53;0.02;0.92;20.75;24.29;
2022-09-24T03:45:16;26.53;0.00;0.92;20.69;24.29;
2022-09-24T04:00:15;26.53;0.01;0.92;20.61;24.29;
2022-09-24T04:15:15;26.53;0.01;0.92;20.53;24.29;
2022-09-24T04:30:15;26.53;0.01;0.92;20.44;24.29;
2022-09-24T04:45:15;26.52;0.02;0.93;20.34;24.29;
2022-09-24T05:00:14;26.52;0.01;0.92;20.28;24.29;
2022-09-24T05:15:14;26.52;0.01;0.91;20.22;24.29;
2022-09-24T05:30:14;26.52;0.01;0.91;20.16;24.29;
2022-09-24T05:45:15;26.52;0.01;0.92;20.09;24.29;
2022-09-24T06:00:15;26.53;0.01;0.92;20.02;24.29;
2022-09-24T06:15:15;26.52;0.01;0.92;19.97;24.29;
2022-09-24T06:30:16;26.56;0.02;0.91;19.92;24.29;
2022-09-24T06:45:13;26.55;0.00;0.92;20.22;24.29;
2022-09-24T07:00:14;26.53;0.06;0.91;20.33;24.29;
2022-09-24T07:15:14;26.56;0.41;0.92;20.50;24.29;
2022-09-24T07:30:14;26.58;0.26;0.92;20.89;24.29;
2022-09-24T07:45:14;26.66;1.27;0.92;21.38;24.29;
2022-09-24T08:00:14;26.77;1.77;0.93;22.25;24.29;
2022-09-24T08:15:14;26.83;2.16;0.93;23.23;24.29;
2022-09-24T08:30:14;26.94;2.74;0.93;24.05;24.29;
2022-09-24T08:45:14;26.97;3.27;0.95;24.89;24.28;
2022-09-24T09:00:14;27.02;3.71;0.94;25.88;24.28;
2022-09-24T09:15:14;27.06;4.07;0.94;27.00;24.29;
2022-09-24T09:30:14;27.14;4.52;0.95;28.16;24.28;
2022-09-24T09:45:13;27.22;4.83;0.95;29.06;24.28;
2022-09-24T10:00:14;27.27;5.14;0.95;30.11;24.26;
2022-09-24T10:15:14;27.30;5.44;0.95;31.41;24.26;
2022-09-24T10:30:14;27.42;5.72;0.96;32.56;24.26;
2022-09-24T10:45:14;27.56;5.91;0.95;33.59;24.26;
